mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__estimator__alpha,param_clf__estimator__hidden_layer_sizes,param_clf__estimator__learning_rate_init,param_clf__high,param_clf__low,param_clf__weight_power,param_features__char__lowercase,param_features__char__ngram_range,param_features__word__lowercase,param_features__word__ngram_range,param_reduce,split0_test_macro_f1,split1_test_macro_f1,split2_test_macro_f1,split3_test_macro_f1,split4_test_macro_f1,mean_test_macro_f1,std_test_macro_f1,rank_test_macro_f1,split0_test_qwk,split1_test_qwk,split2_test_qwk,split3_test_qwk,split4_test_qwk,mean_test_qwk,std_test_qwk,rank_test_qwk
43.80949902534485,0.5677557825849684,1.6393428325653077,0.0792115312871247,0.00031489116479568613,"(16,)",0.00023273922280628724,1.25,0.5,1.0,False,"(1, 5)",True,"(1, 3)","TruncatedSVD(n_components=100, random_state=42)",0.4726828197135727,0.4266534777830115,0.44361926119903244,0.44663192985675493,0.4603289958647306,0.4499832968834204,0.015609707841762287,28,0.4157326778050915,0.35225165669692526,0.3752224991100035,0.34138543516873887,0.3453959154424938,0.3659976368446506,0.027487508979319904,26
49.095289897918704,0.9151095144876707,0.9473969459533691,0.10838618310227559,0.029154431891537533,"(64, 32)",0.0001930783753654715,1.5,0.65,0.0,False,"(2, 4)",False,"(1, 2)","TruncatedSVD(n_components=300, random_state=42)",0.5229037276792694,0.3977760730532908,0.492619993590425,0.4474906276148513,0.47568881295203885,0.46729584697797505,0.04249526175031917,26,0.46543402961015534,0.279073835188141,0.4466481554938516,0.36867277799920295,0.3923566878980892,0.390437097237888,0.06582304989909314,25
19.5578191280365,1.7912096521571796,1.7751219749450684,0.40470801311754273,0.09307782732027231,"(16,)",0.0004059611610484307,1.35,0.5,0.0,True,"(1, 5)",True,"(1, 3)",SelectPercentile(percentile=5),0.5054872814750637,0.48890560919335474,0.5457496943594738,0.54456208413843,0.48649345132703886,0.5142396240986722,0.026079118186014542,17,0.4345417752778159,0.4157110687684047,0.4664536741214057,0.45425188374596337,0.40464216634429395,0.4351201136515767,0.023038087634514946,14
160.00370078086854,4.253346561625712,2.4270097732543947,0.7827257805143805,1.536960311060883e-05,"(64, 32)",0.0005404103854647331,1.35,0.65,1.0,False,"(1, 5)",False,"(1, 3)","TruncatedSVD(n_components=300, random_state=42)",0.5491916411972072,0.4994553545079446,0.5582393106218279,0.5483151667781582,0.5236090422884949,0.5357621030787265,0.021489688874464452,5,0.4866085220656384,0.40539906949904425,0.5040881621045148,0.4513335642535503,0.4438006952491309,0.45824600263437576,0.034511398537316704,8
45.06514778137207,1.572142559833555,1.4010143756866456,0.7529810820956112,0.00234238498471129,"(128,)",0.005246634533625282,1.5,0.5,0.0,True,"(2, 4)",False,"(1, 1)","TruncatedSVD(n_components=300, random_state=42)",0.36563445947376216,0.45441150366440736,0.4159863495285587,0.35027328838102756,0.48206741979371887,0.41367460416829493,0.05033884925615353,30,0.21520415628216105,0.34562739224496586,0.31785883467550924,0.18098627351296392,0.3728088926891835,0.2864971098809567,0.07502652031113344,30
100.29597845077515,3.380368357449319,1.4687936305999756,0.1268734523811637,0.0017912362571043657,"(64,)",0.0004066563313514797,1.25,0.65,1.0,False,"(1, 5)",False,"(1, 1)","TruncatedSVD(n_components=300, random_state=42)",0.5423687832459175,0.5206018943716197,0.5230938315566985,0.5291541451762446,0.4965163073956195,0.5223469923492199,0.014953507021745516,13,0.4602693653703396,0.4348681856137421,0.47012532789274275,0.41981581454429984,0.3763181681229286,0.4322793723088106,0.03319474255377338,16
6.5511219024658205,0.9994225767602799,0.5962908267974854,0.050943569974588335,1.3726318898045866e-05,"(64,)",0.000605509853930035,1.35,0.65,0.5,False,"(2, 4)",False,"(1, 2)",SelectPercentile(percentile=1),0.5588128526731878,0.5574116515292985,0.5198512795981487,0.5393424730294757,0.505969387755102,0.5362775289170425,0.020747486234120344,3,0.5006947094098929,0.4818714640992452,0.4614468591842811,0.487761722205839,0.407337723424271,0.46782249566470585,0.03278592722236289,2
22.918334436416625,0.27291947477612566,1.0639955043792724,0.06321492400251524,0.07556810141274425,"(64,)",0.00079342935945906,1.35,0.65,0.5,True,"(1, 5)",False,"(1, 2)","TruncatedSVD(n_components=100, random_state=42)",0.5425160087840707,0.4774267708885522,0.5393116560742522,0.5093238600889952,0.5118177249231978,0.5160792041518136,0.023649342220393405,15,0.4699211377729846,0.39502863825319456,0.43885635549431623,0.38917222440172616,0.4002630425252083,0.4186482796894859,0.030990368007744414,18
5.557348585128784,1.079234814387078,0.6366818428039551,0.08602422115743695,0.0012115379992469583,"(64,)",0.0004473636174621269,1.25,0.65,1.0,True,"(2, 4)",True,"(1, 1)",SelectPercentile(percentile=1),0.5129967481431507,0.5089013709063214,0.5640256555366912,0.5742880462356341,0.5180441525269112,0.5356511946697418,0.027700907134007288,6,0.4593293780414639,0.41586171159799634,0.5089469052508068,0.5112311629229457,0.4327628361858191,0.4656263987998064,0.038865540264627206,3
12.20657958984375,0.3727199606003542,1.1824052333831787,0.21262230796204107,0.0001531418971165476,"(16,)",0.00014096175149815865,1.5,0.5,0.0,False,"(1, 5)",True,"(1, 3)",SelectPercentile(percentile=1),0.5215749936338172,0.4368002831851898,0.4647107340638624,0.48094969969969964,0.457966675994438,0.47240047731540136,0.02837626773373381,25,0.42509417851223064,0.31263429731701065,0.3694267515923567,0.3625754527162979,0.32672374943668314,0.35929088591491587,0.03919452284883106,27
